Scenario,Block,Episode,Trial,Target direction,Subject_key_pressed or agent,Movement direction,Error/NonError,Current x,Current y
Shared_Workspace,Test 2,2,14,South,Subject Down,south,NonError,5,2
Shared_Workspace,Test 2,2,15,West,Agent,north,Error,4,2
Shared_Workspace,Test 2,2,16,Southwest,Subject Down,south,NonError,5,2
Shared_Workspace,Test 2,2,17,West,Agent,west,NonError,5,1
Shared_Workspace,Test 2,3,0,East,Subject Right,east,NonError,1,2
Shared_Workspace,Test 2,3,1,East,Subject Right,south,Error,2,2
Shared_Workspace,Test 2,3,2,Northeast,Subject Up,north,NonError,1,2
Shared_Workspace,Test 2,3,3,East,Subject Right,east,NonError,1,3
Shared_Workspace,Test 2,3,4,East,Subject Right,east,NonError,1,4
Shared_Workspace,Test 2,3,5,South,Agent,west,Error,1,3
Shared_Workspace,Test 2,3,6,Southeast,Subject Right,east,NonError,1,4
Shared_Workspace,Test 2,3,7,South,Agent,east,Error,1,5
Shared_Workspace,Test 2,3,8,Southwest,Agent,south,NonError,2,5
Shared_Workspace,Test 2,3,9,West,Agent,west,NonError,2,4
Shared_Workspace,Test 2,3,10,South,Agent,south,NonError,3,4
Shared_Workspace,Test 2,3,11,South,Agent,south,NonError,4,4
Shared_Workspace,Test 2,3,12,South,Agent,south,NonError,5,4
Shared_Workspace,Test 2,4,0,East,Subject Right,east,NonError,1,2
Shared_Workspace,Test 2,4,1,East,Subject Right,east,NonError,1,3
Shared_Workspace,Test 2,4,2,East,Subject Right,east,NonError,1,4
Shared_Workspace,Test 2,4,3,East,Agent,east,NonError,1,5
Shared_Workspace,Test 2,4,4,South,Agent,south,NonError,2,5
Shared_Workspace,Test 2,4,5,South,Agent,south,NonError,3,5
Shared_Workspace,Test 2,4,6,South,Agent,east,Error,3,6
Shared_Workspace,Test 2,4,7,Southwest,Agent,south,NonError,4,6
Shared_Workspace,Test 2,4,8,West,Agent,west,NonError,4,5
Shared_Workspace,Test 2,4,9,South,Agent,east,Error,4,6
Shared_Workspace,Test 2,4,10,Southwest,Agent,south,NonError,5,6
Shared_Workspace,Test 2,4,11,West,Agent,west,NonError,5,5
Shared_Workspace,Test 2,5,0,North,Subject Up,south,Error,5,1
Shared_Workspace,Test 2,5,1,North,Agent,north,NonError,4,1
Shared_Workspace,Test 2,5,2,North,Subject Up,north,NonError,3,1
Shared_Workspace,Test 2,5,3,North,Subject Up,north,NonError,2,1
Shared_Workspace,Test 2,5,4,North,Subject Up,south,Error,3,1
Shared_Workspace,Test 2,5,5,North,Subject Up,north,NonError,2,1
Shared_Workspace,Test 2,5,6,North,Subject Up,west,Error,2,2
Shared_Workspace,Test 2,5,7,Northwest,Subject Left,west,NonError,2,1
Shared_Workspace,Test 2,5,8,North,Subject Up,north,NonError,1,1
Shared_Workspace,Test 2,5,9,East,Subject Right,south,Error,2,1
Shared_Workspace,Test 2,5,10,Northeast,Subject Up,north,NonError,1,1
Shared_Workspace,Test 2,5,11,East,Subject Right,east,NonError,1,2
Shared_Workspace,Test 2,5,12,East,Subject Right,east,NonError,1,3
Shared_Workspace,Test 2,5,13,East,Subject Right,east,NonError,1,4
Shared_Workspace,Test 2,5,14,East,Agent,west,Error,1,3
Shared_Workspace,Test 2,5,15,East,Subject Right,east,NonError,1,4
Shared_Workspace,Test 2,5,16,East,Agent,east,NonError,1,5
Shared_Responsibility,BLOCK 1,1,0,North,Agent,north,NonError,3,1
Shared_Responsibility,BLOCK 1,1,1,North,Agent,north,NonError,2,1
Shared_Responsibility,BLOCK 1,1,2,North,Agent,south,Error,3,1
Shared_Responsibility,BLOCK 1,1,3,North,Agent,north,NonError,2,1
Shared_Responsibility,BLOCK 1,1,4,North,Agent,north,NonError,1,1
Shared_Responsibility,BLOCK 1,1,5,East,Subject Right,east,NonError,1,2
Shared_Responsibility,BLOCK 1,1,6,East,Subject Right,east,NonError,1,3
Shared_Responsibility,BLOCK 1,1,7,East,Subject Right,east,NonError,1,4
Shared_Responsibility,BLOCK 1,1,8,East,Subject Right,east,NonError,1,5
Shared_Responsibility,BLOCK 1,2,0,North,Agent,north,NonError,4,4
Shared_Responsibility,BLOCK 1,2,1,North,Agent,north,NonError,3,4
Shared_Responsibility,BLOCK 1,2,2,West,Agent,west,NonError,3,3
Shared_Responsibility,BLOCK 1,2,3,West,Agent,west,NonError,3,2
Shared_Responsibility,BLOCK 1,2,4,West,Agent,east,Error,3,3
Shared_Responsibility,BLOCK 1,2,5,West,Agent,west,NonError,3,2
Shared_Responsibility,BLOCK 1,2,6,West,Agent,west,NonError,3,1
Shared_Responsibility,BLOCK 1,2,7,North,Agent,north,NonError,2,1
Shared_Responsibility,BLOCK 1,2,8,North,Agent,north,NonError,1,1
Shared_Responsibility,BLOCK 1,3,0,East,Subject Right,east,NonError,1,2
Shared_Responsibility,BLOCK 1,3,1,East,Subject Right,east,NonError,1,3
Shared_Responsibility,BLOCK 1,3,2,South,Subject Down,east,Error,1,4
Shared_Responsibility,BLOCK 1,3,3,Southwest,Agent,west,NonError,1,3
Shared_Responsibility,BLOCK 1,3,4,South,Subject Down,north,Error,0,3
Shared_Responsibility,BLOCK 1,3,5,South,Subject Down,south,NonError,1,3
Shared_Responsibility,BLOCK 1,3,6,South,Subject Down,south,NonError,2,3
Shared_Responsibility,BLOCK 1,3,7,South,Subject Down,south,NonError,3,3
Shared_Responsibility,BLOCK 1,3,8,East,Subject Right,east,NonError,3,4
Shared_Responsibility,BLOCK 1,3,9,South,Subject Down,north,Error,2,4
Shared_Responsibility,BLOCK 1,3,10,South,Subject Down,south,NonError,3,4
Shared_Responsibility,BLOCK 1,3,11,South,Subject Down,south,NonError,4,4
Shared_Responsibility,BLOCK 1,3,12,South,Subject Down,south,NonError,5,4
Shared_Responsibility,BLOCK 1,4,0,South,Subject Down,north,Error,0,5
Shared_Responsibility,BLOCK 1,4,1,South,Subject Down,south,NonError,1,5
Shared_Responsibility,BLOCK 1,4,2,South,Subject Down,south,NonError,2,5
Shared_Responsibility,BLOCK 1,4,3,South,Subject Down,south,NonError,3,5
Shared_Responsibility,BLOCK 1,4,4,South,Subject Down,south,NonError,4,5
Shared_Responsibility,BLOCK 1,4,5,South,Subject Down,south,NonError,5,5
Shared_Responsibility,BLOCK 1,4,6,West,Agent,west,NonError,5,4
Shared_Responsibility,BLOCK 1,4,7,West,Agent,west,NonError,5,3
Shared_Responsibility,BLOCK 1,4,8,West,Agent,west,NonError,5,2
Shared_Responsibility,BLOCK 1,4,9,West,Agent,west,NonError,5,1
Shared_Responsibility,BLOCK 1,5,0,North,Agent,south,Error,6,4
Shared_Responsibility,BLOCK 1,5,1,North,Agent,north,NonError,5,4
Shared_Responsibility,BLOCK 1,5,2,North,Agent,east,Error,5,3
Shared_Responsibility,BLOCK 1,5,3,Northeast,Agent,north,NonError,4,3
Shared_Responsibility,BLOCK 1,5,4,East,Subject Right,east,NonError,4,4
Shared_Responsibility,BLOCK 1,5,5,North,Agent,north,NonError,3,4
Shared_Responsibility,BLOCK 1,5,6,North,Agent,north,NonError,2,4
Shared_Responsibility,BLOCK 1,5,7,North,Agent,north,NonError,1,4
Shared_Responsibility,BLOCK 1,5,8,West,Agent,west,NonError,1,3
Shared_Responsibility,BLOCK 1,5,9,West,Agent,west,NonError,1,2
Shared_Responsibility,BLOCK 1,5,10,West,Agent,west,NonError,1,1
Shared_Responsibility,BLOCK 1,6,0,South,Subject Down,east,Error,2,2
Shared_Responsibility,BLOCK 1,6,1,Southwest,Agent,west,NonError,2,1
Shared_Responsibility,BLOCK 1,6,2,South,Subject Down,south,NonError,3,1
Shared_Responsibility,BLOCK 1,6,3,South,Subject Down,south,NonError,4,1
Shared_Responsibility,BLOCK 1,6,4,East,Subject Right,east,NonError,4,2
Shared_Responsibility,BLOCK 1,6,5,East,Subject Right,north,Error,3,2
Shared_Responsibility,BLOCK 1,6,6,Southeast,Subject Down,south,NonError,4,2
Shared_Responsibility,BLOCK 1,6,7,East,Subject Right,north,Error,3,2
Shared_Responsibility,BLOCK 1,6,8,Southeast,Subject Down,south,NonError,4,2
Shared_Responsibility,BLOCK 1,6,9,East,Subject Right,east,NonError,4,3
Shared_Responsibility,BLOCK 1,6,10,East,Subject Right,east,NonError,4,4
Shared_Responsibility,BLOCK 1,6,11,East,Subject Right,east,NonError,4,5
Shared_Responsibility,BLOCK 1,6,12,South,Subject Down,west,Error,4,4
Shared_Responsibility,BLOCK 1,6,13,Southeast,Subject Right,east,NonError,4,5
Shared_Responsibility,BLOCK 1,6,14,South,Subject Down,south,NonError,5,5
Shared_Responsibility,BLOCK 1,7,0,East,Subject Right,east,NonError,5,2
Shared_Responsibility,BLOCK 1,7,1,East,Subject Right,north,Error,4,2
Shared_Responsibility,BLOCK 1,7,2,Southeast,Subject Down,south,NonError,5,2
Shared_Responsibility,BLOCK 1,7,3,East,Subject Right,east,NonError,5,3
Shared_Responsibility,BLOCK 1,7,4,North,Agent,north,NonError,4,3
Shared_Responsibility,BLOCK 1,7,5,North,Agent,north,NonError,3,3
Shared_Responsibility,BLOCK 1,7,6,East,Subject Right,east,NonError,3,4
Shared_Responsibility,BLOCK 1,7,7,East,Subject Right,west,Error,3,3
Shared_Responsibility,BLOCK 1,7,8,East,Subject Right,east,NonError,3,4
Shared_Responsibility,BLOCK 1,7,9,East,Subject Right,east,NonError,3,5
Shared_Responsibility,BLOCK 1,7,10,North,Agent,north,NonError,2,5
Shared_Responsibility,BLOCK 1,7,11,North,Agent,north,NonError,1,5
Shared_Responsibility,BLOCK 1,8,0,East,Subject Right,east,NonError,1,2
Shared_Responsibility,BLOCK 1,8,1,East,Subject Right,south,Error,2,2
Shared_Responsibility,BLOCK 1,8,2,Northeast,Agent,north,NonError,1,2
Shared_Responsibility,BLOCK 1,8,3,East,Subject Right,east,NonError,1,3
Shared_Responsibility,BLOCK 1,8,4,South,Subject Down,south,NonError,2,3
Shared_Responsibility,BLOCK 1,8,5,South,Subject Down,south,NonError,3,3
Shared_Responsibility,BLOCK 1,8,6,South,Subject Down,south,NonError,4,3
Shared_Responsibility,BLOCK 1,8,7,East,Subject Right,east,NonError,4,4
Shared_Responsibility,BLOCK 1,8,8,East,Subject Right,east,NonError,4,5
Shared_Responsibility,BLOCK 1,9,0,West,Agent,west,NonError,1,4
Shared_Responsibility,BLOCK 1,9,1,West,Agent,west,NonError,1,3
Shared_Responsibility,BLOCK 1,9,2,South,Subject Down,south,NonError,2,3
Shared_Responsibility,BLOCK 1,9,3,South,Subject Down,west,Error,2,2
Shared_Responsibility,BLOCK 1,9,4,Southeast,Subject Right,east,NonError,2,3
Shared_Responsibility,BLOCK 1,9,5,South,Subject Down,south,NonError,3,3
Shared_Responsibility,BLOCK 1,9,6,South,Subject Down,south,NonError,4,3
Shared_Responsibility,BLOCK 1,9,7,West,Agent,west,NonError,4,2
Shared_Responsibility,BLOCK 1,9,8,South,Subject Down,south,NonError,5,2
Shared_Responsibility,BLOCK 1,10,0,North,Agent,north,NonError,3,1
Shared_Responsibility,BLOCK 1,10,1,North,Agent,north,NonError,2,1
Shared_Responsibility,BLOCK 1,10,2,North,Agent,east,Error,2,0
Shared_Responsibility,BLOCK 1,10,3,Northeast,Agent,north,NonError,1,0
Shared_Responsibility,BLOCK 1,10,4,East,Subject Right,east,NonError,1,1
Shared_Responsibility,BLOCK 1,10,5,East,Subject Right,north,Error,0,1
Shared_Responsibility,BLOCK 1,10,6,Southeast,Subject Down,south,NonError,1,1
Shared_Responsibility,BLOCK 1,10,7,East,Subject Right,east,NonError,1,2
Shared_Responsibility,BLOCK 1,10,8,East,Subject Right,east,NonError,1,3
Shared_Responsibility,BLOCK 1,10,9,East,Subject Right,east,NonError,1,4
Shared_Responsibility,BLOCK 1,10,10,East,Subject Right,west,Error,1,3
Shared_Responsibility,BLOCK 1,10,11,East,Subject Right,east,NonError,1,4
Shared_Responsibility,BLOCK 1,10,12,East,Subject Right,east,NonError,1,5
Shared_Responsibility,BLOCK 1,11,0,South,Subject Down,south,NonError,3,1
Shared_Responsibility,BLOCK 1,11,1,East,Subject Right,east,NonError,3,2
Shared_Responsibility,BLOCK 1,11,2,East,Subject Right,east,NonError,3,3
Shared_Responsibility,BLOCK 1,11,3,East,Subject Right,east,NonError,3,4
Shared_Responsibility,BLOCK 1,11,4,East,Subject Right,east,NonError,3,5
Shared_Responsibility,BLOCK 1,11,5,South,Subject Down,west,Error,3,4
Shared_Responsibility,BLOCK 1,11,6,Southeast,Subject Right,east,NonError,3,5
Shared_Responsibility,BLOCK 1,11,7,South,Subject Down,south,NonError,4,5
Shared_Responsibility,BLOCK 1,11,8,South,Subject Down,south,NonError,5,5
Shared_Responsibility,BLOCK 1,12,0,North,Agent,south,Error,6,1
Shared_Responsibility,BLOCK 1,12,1,North,Agent,north,NonError,5,1
Shared_Responsibility,BLOCK 1,12,2,North,Agent,north,NonError,4,1
Shared_Responsibility,BLOCK 1,12,3,North,Agent,north,NonError,3,1
Shared_Responsibility,BLOCK 1,12,4,North,Agent,north,NonError,2,1
Shared_Responsibility,BLOCK 1,12,5,East,Subject Right,east,NonError,2,2
Shared_Responsibility,BLOCK 1,12,6,East,Subject Right,east,NonError,2,3
Shared_Responsibility,BLOCK 1,12,7,East,Subject Right,east,NonError,2,4
Shared_Responsibility,BLOCK 1,12,8,North,Agent,north,NonError,1,4
Shared_Responsibility,BLOCK 1,13,0,North,Agent,north,NonError,4,1
Shared_Responsibility,BLOCK 1,13,1,North,Agent,north,NonError,3,1
Shared_Responsibility,BLOCK 1,13,2,East,Subject Right,east,NonError,3,2
Shared_Responsibility,BLOCK 1,13,3,East,Subject Right,east,NonError,3,3
Shared_Responsibility,BLOCK 1,13,4,East,Subject Right,east,NonError,3,4
Shared_Responsibility,BLOCK 1,13,5,North,Agent,south,Error,4,4
Shared_Responsibility,BLOCK 1,13,6,North,Agent,north,NonError,3,4
Shared_Responsibility,BLOCK 1,13,7,North,Agent,south,Error,4,4
Shared_Responsibility,BLOCK 1,13,8,North,Agent,north,NonError,3,4
Shared_Responsibility,BLOCK 1,13,9,North,Agent,north,NonError,2,4
Shared_Responsibility,BLOCK 1,13,10,North,Agent,north,NonError,1,4
Shared_Workspace,BLOCK 2,1,0,South,Agent,south,NonError,2,2
Shared_Workspace,BLOCK 2,1,1,South,Subject Down,west,Error,2,1
Shared_Workspace,BLOCK 2,1,2,Southeast,Subject Right,east,NonError,2,2
Shared_Workspace,BLOCK 2,1,3,South,Subject Down,south,NonError,3,2
Shared_Workspace,BLOCK 2,1,4,South,Subject Down,south,NonError,4,2
Shared_Workspace,BLOCK 2,1,5,South,Subject Down,south,NonError,5,2
Shared_Workspace,BLOCK 2,1,6,East,Subject Right,west,Error,5,1
Shared_Workspace,BLOCK 2,1,7,East,Subject Right,east,NonError,5,2
Shared_Workspace,BLOCK 2,1,8,East,Subject Right,east,NonError,5,3
Shared_Workspace,BLOCK 2,1,9,East,Subject Right,west,Error,5,2
Shared_Workspace,BLOCK 2,1,10,East,Subject Right,east,NonError,5,3
Shared_Workspace,BLOCK 2,1,11,East,Subject Right,east,NonError,5,4
Shared_Workspace,BLOCK 2,1,12,East,Agent,north,Error,4,4
Shared_Workspace,BLOCK 2,1,13,Southeast,Agent,east,NonError,4,5
Shared_Workspace,BLOCK 2,1,14,South,Agent,south,NonError,5,5
Shared_Workspace,BLOCK 2,2,0,South,Agent,south,NonError,2,5
Shared_Workspace,BLOCK 2,2,1,South,Agent,south,NonError,3,5
Shared_Workspace,BLOCK 2,2,2,South,Agent,south,NonError,4,5
Shared_Workspace,BLOCK 2,2,3,West,Agent,west,NonError,4,4
Shared_Workspace,BLOCK 2,2,4,West,Agent,north,Error,3,4
Shared_Workspace,BLOCK 2,2,5,Southwest,Agent,south,NonError,4,4
Shared_Workspace,BLOCK 2,2,6,West,Agent,west,NonError,4,3
Shared_Workspace,BLOCK 2,2,7,South,Subject Down,south,NonError,5,3
Shared_Workspace,BLOCK 2,2,8,West,Subject Left,east,Error,5,4
Shared_Workspace,BLOCK 2,2,9,West,Agent,west,NonError,5,3
Shared_Workspace,BLOCK 2,2,10,West,Subject Left,north,Error,4,3
Shared_Workspace,BLOCK 2,2,11,Southwest,Subject Down,south,NonError,5,3
Shared_Workspace,BLOCK 2,2,12,West,Subject Left,west,NonError,5,2
Shared_Workspace,BLOCK 2,2,13,West,Subject Left,west,NonError,5,1
Shared_Workspace,BLOCK 2,3,0,South,Agent,north,Error,0,5
Shared_Workspace,BLOCK 2,3,1,South,Agent,south,NonError,1,5
Shared_Workspace,BLOCK 2,3,2,South,Agent,south,NonError,2,5
Shared_Workspace,BLOCK 2,3,3,South,Agent,south,NonError,3,5
Shared_Workspace,BLOCK 2,3,4,West,Agent,west,NonError,3,4
Shared_Workspace,BLOCK 2,3,5,West,Agent,west,NonError,3,3
Shared_Workspace,BLOCK 2,3,6,West,Subject Left,west,NonError,3,2
Shared_Workspace,BLOCK 2,3,7,South,Subject Down,south,NonError,4,2
Shared_Workspace,BLOCK 2,3,8,South,Subject Down,north,Error,3,2
Shared_Workspace,BLOCK 2,3,9,South,Subject Down,south,NonError,4,2
Shared_Workspace,BLOCK 2,3,10,South,Subject Down,south,NonError,5,2
Shared_Workspace,BLOCK 2,4,0,East,Subject Right,south,Error,6,1
Shared_Workspace,BLOCK 2,4,1,Northeast,Subject Up,north,NonError,5,1
Shared_Workspace,BLOCK 2,4,2,East,Subject Right,east,NonError,5,2
Shared_Workspace,BLOCK 2,4,3,East,Subject Right,north,Error,4,2
Shared_Workspace,BLOCK 2,4,4,Southeast,Subject Down,south,NonError,5,2
Shared_Workspace,BLOCK 2,4,5,East,Subject Right,east,NonError,5,3
Shared_Workspace,BLOCK 2,4,6,East,Subject Right,south,Error,6,3
Shared_Workspace,BLOCK 2,4,7,Northeast,Subject Up,north,NonError,5,3
Shared_Workspace,BLOCK 2,4,8,East,Subject Right,east,NonError,5,4
Shared_Workspace,BLOCK 2,4,9,East,Agent,east,NonError,5,5
Shared_Workspace,BLOCK 2,4,10,North,Agent,north,NonError,4,5
Shared_Workspace,BLOCK 2,4,11,North,Agent,north,NonError,3,5
Shared_Workspace,BLOCK 2,4,12,North,Agent,west,Error,3,6
Shared_Workspace,BLOCK 2,4,13,Northwest,Agent,north,NonError,2,6
Shared_Workspace,BLOCK 2,4,14,West,Agent,south,Error,3,6
Shared_Workspace,BLOCK 2,4,15,Northwest,Agent,north,NonError,2,6
Shared_Workspace,BLOCK 2,4,16,West,Agent,west,NonError,2,5
Shared_Workspace,BLOCK 2,4,17,North,Agent,east,Error,2,4
Shared_Workspace,BLOCK 2,4,18,Northeast,Agent,north,NonError,1,4
Shared_Workspace,BLOCK 2,4,19,East,Agent,east,NonError,1,5
Shared_Workspace,BLOCK 2,5,0,South,Agent,south,NonError,2,1
Shared_Workspace,BLOCK 2,5,1,South,Subject Down,south,NonError,3,1
Shared_Workspace,BLOCK 2,5,2,South,Subject Down,south,NonError,4,1
Shared_Workspace,BLOCK 2,5,3,East,Subject Right,east,NonError,4,2
Shared_Workspace,BLOCK 2,5,4,South,Subject Down,south,NonError,5,2
Shared_Workspace,BLOCK 2,5,5,East,Subject Right,east,NonError,5,3
Shared_Workspace,BLOCK 2,5,6,East,Subject Right,west,Error,5,2
Shared_Workspace,BLOCK 2,5,7,East,Subject Right,east,NonError,5,3
Shared_Workspace,BLOCK 2,5,8,East,Subject Right,west,Error,5,2
Shared_Workspace,BLOCK 2,5,9,East,Subject Right,east,NonError,5,3
Shared_Workspace,BLOCK 2,5,10,East,Subject Right,east,NonError,5,4
Shared_Workspace,BLOCK 2,6,0,West,Agent,west,NonError,1,4
Shared_Workspace,BLOCK 2,6,1,West,Agent,west,NonError,1,3
Shared_Workspace,BLOCK 2,6,2,West,Agent,east,Error,1,4
Shared_Workspace,BLOCK 2,6,3,West,Agent,west,NonError,1,3
Shared_Workspace,BLOCK 2,6,4,West,Agent,east,Error,1,4
Shared_Workspace,BLOCK 2,6,5,West,Agent,west,NonError,1,3
Shared_Workspace,BLOCK 2,6,6,West,Agent,west,NonError,1,2
Shared_Workspace,BLOCK 2,6,7,West,Agent,west,NonError,1,1
Shared_Workspace,BLOCK 2,6,8,South,Agent,south,NonError,2,1
Shared_Workspace,BLOCK 2,6,9,South,Subject Down,south,NonError,3,1
Shared_Workspace,BLOCK 2,6,10,South,Subject Down,north,Error,2,1
Shared_Workspace,BLOCK 2,6,11,South,Subject Down,south,NonError,3,1
Shared_Workspace,BLOCK 2,6,12,South,Subject Down,east,Error,3,2
Shared_Workspace,BLOCK 2,6,13,Southwest,Subject Left,west,NonError,3,1
Shared_Workspace,BLOCK 2,6,14,South,Subject Down,south,NonError,4,1
Shared_Workspace,BLOCK 2,7,0,West,Agent,west,NonError,1,4
Shared_Workspace,BLOCK 2,7,1,West,Agent,east,Error,1,5
Shared_Workspace,BLOCK 2,7,2,West,Agent,west,NonError,1,4
Shared_Workspace,BLOCK 2,7,3,West,Agent,west,NonError,1,3
Shared_Workspace,BLOCK 2,7,4,West,Agent,west,NonError,1,2
Shared_Workspace,BLOCK 2,7,5,West,Agent,west,NonError,1,1
Shared_Workspace,BLOCK 2,7,6,South,Agent,east,Error,1,2
Shared_Workspace,BLOCK 2,7,7,Southwest,Agent,south,NonError,2,2
Shared_Workspace,BLOCK 2,7,8,West,Subject Left,west,NonError,2,1
Shared_Workspace,BLOCK 2,7,9,South,Subject Down,south,NonError,3,1
Shared_Workspace,BLOCK 2,7,10,South,Subject Down,south,NonError,4,1
Shared_Workspace,BLOCK 2,8,0,East,Agent,west,Error,5,3
Shared_Workspace,BLOCK 2,8,1,East,Subject Up,north,NonError,4,3
Shared_Workspace,BLOCK 2,8,2,Southeast,Subject Up,east,Error,4,2
Shared_Workspace,BLOCK 2,8,3,Southeast,Subject Up,north,NonError,3,2
